TC 	SC 	PY 	MC 	MCI 	MCF 	MCT 	OC 	Gloss
雩 	雩 	yú 	hju 	h- 	-ju 	even 	*ɢʷa {*[ɢ]ʷ(r)a} 	sacrifice for rain
于 	于 	yú 	hju 	h- 	-ju 	even 	*ɢʷa {*ɢʷ(r)a} 	go; at
鋙 	铻 	yú 	ngjo 	ng- 	-jo 	even 	*ŋa {*ŋ(r)a} 	dzrjo-ngjo irregular, uneven
漁 	渔 	yú 	ngjo 	ng- 	-jo 	even 	*ŋa {*[ŋ](r)a} 	to fish
䱷 	䲣 	yú 	ngjo 	ng- 	-jo 	even 	*ŋa {*[ŋ](r)a} 	to fish
隅 	隅 	yú 	ngju 	ng- 	-ju 	even 	*ŋo {*ŋ(r)o} 	angle, corner
娛 	娱 	yú 	ngju 	ng- 	-ju 	even 	*ŋʷa {*ŋʷ(r)a} 	rejoice
虞 	虞 	yú 	ngju 	ng- 	-ju 	even 	*ŋʷa {*[ŋ]ʷ(r)a} 	foresee
虞 	虞 	yú 	ngju 	ng- 	-ju 	even 	*ŋʷa {*[ŋ]ʷ(r)a} 	gamester; forester
余 	余 	yú 	yo 	y- 	-jo 	even 	*la 	1sg., prob. a polite form
餘 	余 	yú 	yo 	y- 	-jo 	even 	*la 	surplus
予 	予 	yú 	yo 	y- 	-jo 	even 	*laʔ 	I, we
輿 	舆 	yú 	yo 	y- 	-jo 	even 	*m-qa {*m-q(r)a} 	vehicle, carriage; carry on shoulders
舁 	舁 	yú 	yoX 	y- 	-jo 	rising 	*C.ɢaʔ 	give
俞 	俞 	yú 	yu 	y- 	-ju 	even 	*lo 	yes, agree; satisfied, at ease
愉 	愉 	yú 	yu 	y- 	-ju 	even 	*lo 	enjoy
榆 	榆 	yú 	yu 	y- 	-ju 	even 	*lo 	elm
渝 	渝 	yú 	yu 	y- 	-ju 	even 	*lo 	change (v.)
踰 	踰 	yú 	yu 	y- 	-ju 	even 	*lo 	pass over
諛 	谀 	yú 	yu 	y- 	-ju 	even 	*ɢo {*[ɢ](r)o} 	flatter (v.)
臾 	臾 	yú 	yu 	y- 	-ju 	even 	*ɢo {*[ɢ](r)o} 	pull, drag
蝓 	蝓 	yú 	zyu 	zy- 	-ju 	even 	*Cə.lo 	snail
雨 	雨 	yǔ 	hjuX 	h- 	-ju 	rising 	*C.ɢʷaʔ {*C.ɢʷ(r)aʔ} 	rain
宇 	宇 	yǔ 	hjuX 	h- 	-ju 	rising 	*ɢʷaʔ {*[ɢ]ʷ(r)aʔ} 	eaves
羽 	羽 	yǔ 	hjuX 	h- 	-ju 	rising 	*ɢʷaʔ {*[ɢ]ʷ(r)aʔ} 	feather, wing
語 	语 	yǔ 	ngjoX 	ng- 	-jo 	rising 	*ŋaʔ {*ŋ(r)aʔ} 	speak
鋙 	铻 	yǔ 	ngjoX 	ng- 	-jo 	rising 	*ŋaʔ {*ŋ(r)aʔ} 	dzrjoX-ngjoX irregular, uneven
予 	予 	yǔ 	yoX 	y- 	-jo 	rising 	*C.ɢaʔ 	give; together with
與 	与 	yǔ 	yoX 	y- 	-jo 	rising 	*C.ɢaʔ 	give; for; and
庾 	庾 	yǔ 	yuX 	y- 	-ju 	rising 	*ɢoʔ {*[ɢ](r)oʔ} 	stacks of grain in the field
鬱 	郁 	yù 	ʔjut 	ʔ- 	-jut 	entering 	*qut 	blocked; anxious
蔚 	蔚 	yù 	ʔjut 	ʔ- 	-jut 	entering 	*ʔut 	Artemisia
彧 	彧 	yù 	ʔjuwk 	ʔ- 	-juwk 	entering 	*qʷək 	flourishing
郁 	郁 	yù 	ʔjuwk 	ʔ- 	-juwk 	entering 	*qʷək 	stately, elegant
奧 	奥 	yù 	ʔjuwk 	ʔ- 	-juwk 	entering 	*ʔuk {*ʔ(r)uk} 	cove in the bank of a stream
薁 	薁 	yù 	ʔjuwk 	ʔ- 	-juwk 	entering 	*ʔuk {*ʔ(r)uk} 	wild vine
芋 	芋 	yù 	hjuH 	h- 	-ju 	departing 	*ɢʷa-s {*[ɢ]ʷ(r)a-s} 	taro (Colocasia antiquorum?)
雨 	雨 	yù 	hjuH 	h- 	-ju 	departing 	*ɢʷaʔ-s {*[ɢ]ʷ(r)aʔ-s} 	rain (v.t.)
或 	或 	yù 	hwik 	h- 	-wik 	entering 	*ɢʷrək {*[ɢ]ʷrək} 	territory
域 	域 	yù 	hwik 	h- 	-wik 	entering 	*ɢʷrək {*[ɢ]ʷrək} 	territory
御 	御 	yù 	ngjoH 	ng- 	-jo 	departing 	*ŋa-s {*[ŋ](r)a(ʔ)-s} (‹ uvular?) 	drive a chariot
語 	语 	yù 	ngjoH 	ng- 	-jo 	departing 	*ŋaʔ-s {*ŋ(r)aʔ-s} 	tell
禦 	御 	yù 	ngjoX 	ng- 	-jo 	rising 	*m-qʰaʔ {*m-qʰ(r)aʔ} 	withstand; hinder
御 	御 	yù 	ngjoX 	ng- 	-jo 	rising 	*ŋa-s {*[ŋ](r)a(ʔ)-s} (‹ uvular?) 	drive a chariot
玉 	玉 	yù 	ngjowk 	ng- 	-jowk 	entering 	*ŋok {*[ŋ](r)ok} (‹ uvular?) 	jade
獄 	狱 	yù 	ngjowk 	ng- 	-jowk 	entering 	*ŋrok {*[ŋ]rok} 	trial, lawsuit
寓 	寓 	yù 	ngjuH 	ng- 	-ju 	departing 	*ŋo-s {*ŋ(r)o-s} 	lodge (v.)
遇 	遇 	yù 	ngjuH 	ng- 	-ju 	departing 	*ŋo-s {*ŋ(r)o-s} 	meet with
譽 	誉 	yù 	yo 	y- 	-jo 	even 	*m-qa {*m-q(r)a} 	praise (v.)
豫 	豫 	yù 	yoH 	y- 	-jo 	departing 	*laʔ-s 	go on tour
豫 	豫 	yù 	yoH 	y- 	-jo 	departing 	*laʔ-s 	go on inspection tour
譽 	誉 	yù 	yoH 	y- 	-jo 	departing 	*m-qa-s {*m-q(r)a-s} 	praise, renown
鸒 	鸒 	yù 	yoH 	y- 	-jo 	departing 	*m-qa-s {*m-q(r)a-s} 	a kind of crow
譽 	誉 	yù 	yoH 	y- 	-jo 	departing 	*ɢa-s {*[ɢ](r)a-s} 	joy
與 	与 	yù 	yoH 	y- 	-jo 	departing 	*ɢaʔ-s 	participate in
欲 	欲 	yù 	yowk 	y- 	-jowk 	entering 	*ɢok {*ɢ(r)ok} 	desire (v.)
喻 	喻 	yù 	yuH 	y- 	-ju 	departing 	*lo-s 	understand; metaphor
愈 	愈 	yù 	yuX 	y- 	-ju 	rising 	*loʔ 	increase
育 	育 	yù 	yuwk 	y- 	-juwk 	entering 	*m-quk 	breed, produce
毓 	毓 	yù 	yuwk 	y- 	-juwk 	entering 	*m-quk 	to produce
鬻 	鬻 	yù 	yuwk 	y- 	-juwk 	entering 	*m-quk 	nourish
繘 	繘 	yù 	ywit 	y- 	-wit 	entering 	*N.qʷit {*N.qʷi[t]} 	well-rope
聿 	聿 	yù 	ywit 	y- 	-wit 	entering 	*N.rut {*[N.]rut} 	following, thereupon
聿 	聿 	yù 	ywit 	y- 	-wit 	entering 	*m-rut {*[m-]rut} 	writing stylus or brush
遹 	遹 	yù 	ywit 	y- 	-wit 	entering 	*ɢʷit {*ɢʷi[t]} 	go awry, perverse
悁 	悁 	yuān 	ʔjwien 	ʔ- 	-jwien 	even 	*qʷen 	dissatisfied
蜎 	蜎 	yuān 	ʔjwienX 	ʔ- 	-jwien 	rising 	*qʷenʔ 	crawl (as an insect); soft, bending
肙 	肙 	yuān 	ʔwen 	ʔ- 	-wen 	even 	*qʷˁen 	small worm (SW)
蜎 	蜎 	yuān 	ʔwen 	ʔ- 	-wen 	even 	*qʷˁen 	crawl (as an insect); soft, bending
淵 	渊 	yuān 	ʔwen 	ʔ- 	-wen 	even 	*ʔʷˁin {*[ʔ]ʷˁi[n]} 	abyss
蜎 	蜎 	yuān 	gjwienX 	g- 	-jwien 	rising 	*m-k-qʷenʔ {*[m-k-qʷ]enʔ} 	crawl (as an insect); soft, bending
員 	员 	yuán 	hjwen 	h- 	-jwen 	even 	*ɢʷren {*[ɢ]ʷre[n]} 	circle; round
圓 	圆 	yuán 	hjwen 	h- 	-jwen 	even 	*ɢʷren {*[ɢ]ʷre[n]} 	round
圜 	圜 	yuán 	hjwen 	h- 	-jwen 	even 	*ɢʷren {*[ɢ]ʷren} 	round
園 	园 	yuán 	hjwon 	h- 	-jwon 	even 	*C.ɢʷan {*C.ɢʷa[n]} 	garden
爰 	爰 	yuán 	hjwon 	h- 	-jwon 	even 	*ɢʷan {*ɢʷa[n]} 	thereupon
猨 	猨 	yuán 	hjwon 	h- 	-jwon 	even 	*ɢʷan {*[ɢ]ʷa[n]} 	monkey
援 	援 	yuán 	hjwon 	h- 	-jwon 	even 	*ɢʷan {*[ɢ]ʷa[n]} 	pull up
袁 	袁 	yuán 	hjwon 	h- 	-jwon 	even 	*ɢʷan {*[ɢ]ʷa[n]} 	long robe
轅 	辕 	yuán 	hjwon 	h- 	-jwon 	even 	*ɢʷan {*[ɢ]ʷa[n]} 	carriage-pole
垣 	垣 	yuán 	hjwon 	h- 	-jwon 	even 	*ɢʷar {*[ɢ]ʷar} 	wall
元 	元 	yuán 	ngjwon 	ng- 	-jwon 	even 	*ŋon {*[ŋ]o[n]} (‹ nasal + uvular) 	head; first
原 	原 	yuán 	ngjwon 	ng- 	-jwon 	even 	*ŋʷar {*[ŋ]ʷar} (‹ uvular) 	spring, source; origin
原 	原 	yuán 	ngjwon 	ng- 	-jwon 	even 	*ŋʷar {*[ŋ]ʷar} (‹ uvular) 	high plain (n.)
緣 	缘 	yuán 	ywen 	y- 	-jwen 	even 	*lon 	go along, follow
捐 	捐 	yuán 	ywen 	y- 	-jwen 	even 	*ɢʷen {*[ɢ]ʷen} 	abandon; remove
苑 	苑 	yuǎn 	ʔjwonX 	ʔ- 	-jwon 	rising 	*ʔorʔ {*[ʔ]o[r]ʔ} 	resentment
苑 	苑 	yuǎn 	ʔjwonX 	ʔ- 	-jwon 	rising 	*ʔorʔ {*[ʔ]o[r]ʔ} 	park for hunting
遠 	远 	yuǎn 	hjwonX 	h- 	-jwon 	rising 	*C.ɢʷanʔ {*C.ɢʷa[n]ʔ} 	far
怨 	怨 	yuàn 	ʔjwonH 	ʔ- 	-jwon 	departing 	*ʔor-s {*[ʔ]o[r]-s} 	resentment
媛 	媛 	yuàn 	hjwenH 	h- 	-jwen 	departing 	*ɢʷran-s {*[ɢ]ʷra[n]-s} 	a beauty
院 	院 	yuàn 	hjwenH 	h- 	-jwen 	departing 	*ɢʷran-s {*ɢʷra[n]-s} 	wall round a courtyard
願 	愿 	yuàn 	ngjwonH 	ng- 	-jwon 	departing 	*ŋon-s {*[ŋ]o[n]-s} (‹ nasal plus uvular?) 	to wish
約 	约 	yuē 	ʔjak 	ʔ- 	-jak 	entering 	*qewk {*q(r)ewk} 	bond, agreement
約 	约 	yuē 	ʔjak 	ʔ- 	-jak 	entering 	*qewk {*q(r)ewk} 	bind
曰 	曰 	yuē 	hjwot 	h- 	-jwot 	entering 	*ɢʷat {*[ɢ]ʷat} 	say
戉 	戉 	yuè 	hjwot 	h- 	-jwot 	entering 	*ɢʷat {*[ɢ]ʷat} 	a kind of axe
越 	越 	yuè 	hjwot 	h- 	-jwot 	entering 	*ɢʷat {*[ɢ]ʷat} 	pass over
粵 	粤 	yuè 	hjwot 	h- 	-jwot 	entering 	*ɢʷat {*[ɢ]ʷat} 	generous, favorable
鉞 	钺 	yuè 	hjwot 	h- 	-jwot 	entering 	*ɢʷat {*[ɢ]ʷat} 	a kind of axe
樂 	乐 	yuè 	ngæwk 	ng- 	-æwk 	entering 	*ŋˁrawk {*[ŋ]ˁrawk} 	music
嶽 	嶽 	yuè 	ngæwk 	ng- 	-æwk 	entering 	*ŋˁrok {*[ŋ]ˁrok} 	mountain, peak
岳 	岳 	yuè 	ngæwk 	ng- 	-æwk 	entering 	*ŋˁrok {*[ŋ]ˁrok} 	mountain, peak
月 	月 	yuè 	ngjwot 	ng- 	-jwot 	entering 	*ŋʷat {*[ŋ]ʷat} 	moon, month
刖 	刖 	yuè 	ngwæt 	ng- 	-wæt 	entering 	*ŋʷˁ‹r›at {*[ŋ]ʷˁ‹r›at} 	amputate a foot
龠 	龠 	yuè 	yak 	y- 	-jak 	entering 	*lewk 	flute; key; tube
躍 	跃 	yuè 	yak 	y- 	-jak 	entering 	*lewk 	leap, jump
籥 	籥 	yuè 	yak 	y- 	-jak 	entering 	*lewk 	flute; key; tube
汋 	汋 	yuè 	yak 	y- 	-jak 	entering 	*m-qewk 	ladle (v.)
蛻 	蜕 	yuè 	ywet 	y- 	-jwet 	entering 	*lot 	exuviae of insects or reptiles
悅 	悦 	yuè 	ywet 	y- 	-jwet 	entering 	*lot 	pleased
閱 	阅 	yuè 	ywet 	y- 	-jwet 	entering 	*lot 	count, sum up
閱 	阅 	yuè 	ywet 	y- 	-jwet 	entering 	*lot 	inspect
說 	说 	yuè 	ywet 	y- 	-jwet 	entering 	*lot 	pleased
員 	员 	yún 	hjun 	h- 	-jun 	even 	*ɢʷən {*[ɢ]ʷə[n]} 	(a particle)
芸 	芸 	yún 	hjun 	h- 	-jun 	even 	*ɢʷən {*[ɢ]ʷə[n]} 	ample, rich
雲 	云 	yún 	hjun 	h- 	-jun 	even 	*ɢʷən {*[ɢ]ʷə[n]} 	cloud
云 	云 	yún 	hjun 	h- 	-jun 	even 	*ɢʷər {*[ɢ]ʷə[r]} 	say
筠 	筠 	yún 	hwin 	h- 	-win 	even 	*ɢʷrin {*[ɢ]ʷri[n]} 	rind of bamboo
匀 	匀 	yún 	ywin 	y- 	-win 	even 	*ɢʷiŋ {*[ɢ]ʷi[ŋ]} 	little, few (SW)
蘊 	蕴 	yǔn 	ʔjunX 	ʔ- 	-jun 	rising 	*ʔunʔ 	accumulate, block up
隕 	陨 	yǔn 	hwinX 	h- 	-win 	rising 	*ɢʷrənʔ {*[ɢ]ʷrə[n]ʔ} 	fall down
允 	允 	yǔn 	ywinX 	y- 	-win 	rising 	*lurʔ {*[l]u[r]ʔ} 	truly
慍 	愠 	yùn 	ʔjunH 	ʔ- 	-jun 	departing 	*ʔun-s 	anger, angry
蘊 	蕴 	yùn 	ʔjunH 	ʔ- 	-jun 	departing 	*ʔunʔ-s 	accumulate, block up
運 	运 	yùn 	hjunH 	h- 	-jun 	departing 	*ɢʷər-s {*[ɢ]ʷər-s} 	turn round, move
均 	均 	yùn 	hwinH 	h- 	-win 	departing 	*N-qʷ‹r›in-s {*[N-qʷ]‹r›in-s} 	rhyme
孕 	孕 	yùn 	yingH 	y- 	-ing 	departing 	*liŋ-s {*l[i]ŋ-s} 	pregnant
雜 	杂 	zá 	dzop 	dz- 	-op 	entering 	*dzˁəp {*[dz]ˁ[ə]p} 	mixed
災 	灾 	zāi 	tsoj 	ts- 	-oj 	even 	*tsˁə {*[ts]ˁə} 	calamity
栽 	栽 	zāi 	tsoj 	ts- 	-oj 	even 	*tsˁə {*[ts]ˁə} 	plant (v.)
灾 	灾 	zāi 	tsoj 	ts- 	-oj 	even 	*tsˁə {*[ts]ˁə} 	calamity
𢦒 	𢦒 	zāi 	tsoj 	ts- 	-oj 	even 	*tsˁə {*[ts]ˁə} 	hurt, damage (v.)
𢦏 	𢦏 	zāi 	tsoj 	ts- 	-oj 	even 	*tsˁə {*[ts]ˁə} 	hurt, damage (v.)
烖 	烖 	zāi 	tsoj 	ts- 	-oj 	even 	*tsˁə {*[ts]ˁə} 	calamity
哉 	哉 	zāi 	tsoj 	ts- 	-oj 	even 	*tsˁə {*[ts]ˁə} 	begin
哉 	哉 	zāi 	tsoj 	ts- 	-oj 	even 	*tsˁə {*[ts]ˁə} 	(particle)
載 	载 	zǎi 	tsojX 	ts- 	-oj 	rising 	*tsˁəʔ {*[ts]ˁəʔ} 	year
載 	载 	zài 	dzojH 	dz- 	-oj 	departing 	*m-tsˁəʔ-s {*[m-ts]ˁəʔ-s} 	load (v.); transport (v.)
在 	在 	zài 	dzojX 	dz- 	-oj 	rising 	*dzˁəʔ {*[dz]ˁəʔ} 	be at, be present
再 	再 	zài 	tsojH 	ts- 	-oj 	departing 	*tsˁə-s {*[ts]ˁə(ʔ)-s} 	twice; a second time
載 	载 	zài 	tsojH 	ts- 	-oj 	departing 	*tsˁəʔ-s {*[ts]ˁəʔ-s} 	record (v.)
載 	载 	zài 	tsojH 	ts- 	-oj 	departing 	*tsˁəʔ-s {*[ts]ˁəʔ-s} 	load (v.)
簪 	簪 	zān 	tsom 	ts- 	-om 	even 	*Cə.tsˁəm {*Cə.[ts]ˁ[ə]m} 	hairpin
簪 	簪 	zān 	tsrim 	tsr- 	-im 	even 	*tsrəm {*tsr[ə]m} 	hairpin
噆 	噆 	zǎn 	tsop 	ts- 	-op 	entering 	*tsˁəp {*tsˁ[ə]p} 	sting and suck (mosquito)
暫 	暂 	zàn 	dzamH 	dz- 	-am 	departing 	*dzˁam-s {*[dz]ˁam-s} 	suddenly
贊 	赞 	zàn 	tsanH 	ts- 	-an 	departing 	*tsˁarʔ-s 	assist
臧 	臧 	zāng 	tsang 	ts- 	-ang 	even 	*tsˁaŋ {*[ts]ˁaŋ} 	good
贓 	赃 	zāng 	tsang 	ts- 	-ang 	even 	*tsˁaŋ {*[ts]ˁaŋ} 	stolen goods
藏 	藏 	zàng 	dzangH 	dz- 	-ang 	departing 	*dzˁaŋ-s {*[dz]ˁaŋ-s} 	store, repository (n.)
葬 	葬 	zàng 	tsangH 	ts- 	-ang 	departing 	*tsˁaŋ-s {*[ts]ˁaŋ-s} 	bury
糟 	糟 	zāo 	tsaw 	ts- 	-aw 	even 	*tsˁu {*[ts]ˁu} 	dregs
遭 	遭 	zāo 	tsaw 	ts- 	-aw 	even 	*tsˁu 	encounter (v.)
鑿 	凿 	záo 	dzak 	dz- 	-ak 	entering 	*dzˁawk {*[dz]ˁawk} 	chisel
早 	早 	zǎo 	tsawX 	ts- 	-aw 	rising 	*Nə.tsˁuʔ {*Nə.[ts]ˁuʔ} 	early
蚤 	蚤 	zǎo 	tsawX 	ts- 	-aw 	rising 	*kə.tsˁuʔ {*kə.[ts]ˁuʔ} 	flea
繰 	缲 	zǎo 	tsawX 	ts- 	-aw 	rising 	*mə-tsˁawʔ 	bleach; wash
澡 	澡 	zǎo 	tsawX 	ts- 	-aw 	rising 	*mə-tsˁawʔ 	wash (v.)
藻 	藻 	zǎo 	tsawX 	ts- 	-aw 	rising 	*tsˁawʔ {*[ts]ˁawʔ} 	kind of water plant
棗 	枣 	zǎo 	tsawX 	ts- 	-aw 	rising 	*tsˁuʔ {*[ts]ˁuʔ} 	jujube
造 	造 	zào 	dzawX 	dz- 	-aw 	rising 	*Cə.dzˁuʔ 	make
皁 	皁 	zào 	dzawX 	dz- 	-aw 	rising 	*dzˁuʔ {*[dz]ˁuʔ} 	acorn, black-dyeing fruit
燥 	燥 	zào 	sawX 	s- 	-aw 	rising 	*C.sˁawʔ 	dry
竈 	竈 	zào 	tsawH 	ts- 	-aw 	departing 	*tsˁuk-s {*[ts]ˁuk-s} 	cooking-place, stove
造 	造 	zào 	tshawH 	tsh- 	-aw 	departing 	*tsʰˁuʔ-s {*(mə-)tsʰˁuʔ-s} 	go to
澤 	泽 	zé 	dræk 	dr- 	-æk 	entering 	*lˁrak 	marsh; moisture
則 	则 	zé 	tsok 	ts- 	-ok 	entering 	*tsˁək {*[ts]ˁək} 	then
則 	则 	zé 	tsok 	ts- 	-ok 	entering 	*tsˁək {*[ts]ˁək} 	rule, pattern
責 	责 	zé 	tsrɛk 	tsr- 	-ɛk 	entering 	*s-tˁrek 	demand payment
責 	责 	zé 	tsrɛk 	tsr- 	-ɛk 	entering 	*s-tˁrek 	blame
夨 	夨 	zè 	tsrik 	tsr- 	-ik 	entering 	*tsrək {*[ts]rək} 	incline the head
𠨮 	𠨮 	zè 	tsrik 	tsr- 	-ik 	entering 	*tsrək {*[ts]rək} 	slanting, oblique
仄 	仄 	zè 	tsrik 	tsr- 	-ik 	entering 	*tsrək {*[ts]rək} 	slanting, oblique
𣅔 	𣅔 	zè 	tsrik 	tsr- 	-ik 	entering 	*tsrək {*[ts]rək} 	sun slanting to west
昃 	昃 	zè 	tsrik 	tsr- 	-ik 	entering 	*tsrək {*[ts]rək} 	sun slanting to west
𣅛 	𣅛 	zè 	tsrik 	tsr- 	-ik 	entering 	*tsrək {*[ts]rək} 	sun slanting to west
賊 	贼 	zéi 	dzok 	dz- 	-ok 	entering 	*k.dzˁək 	injure; murderer, bandit
譖 	谮 	zèn 	tsrimH 	tsr- 	-im 	departing 	*tsrəm-s {*[ts]r[ə]m-s} 	accuse
曾 	曾 	zēng 	tsong 	ts- 	-ong 	even 	*tsˁəŋ {*[ts]ˁəŋ} 	remote (ancestor)
憎 	憎 	zēng 	tsong 	ts- 	-ong 	even 	*tsˁəŋ {*[ts]ˁəŋ} 	hate
贈 	赠 	zèng 	dzongH 	dz- 	-ong 	departing 	*dzˁəŋ-s {*[dz]ˁəŋ-s} 	give
甑 	甑 	zèng 	tsingH 	ts- 	-ing 	departing 	*S-təŋ-s 	boiler for steaming rice
札 	札 	zhá 	tsrɛt 	tsr- 	-ɛt 	entering 	*s-qˁrət 	strip (n.), tablet
眨 	眨 	zhǎ 	tsrɛp 	tsr- 	-ɛp 	entering 	*mə-tsˁrap {*mə-tsˁr[a]p} (‹ *mə-S.pˁrap ?) 	blink
乍 	乍 	zhà 	dzræH 	dzr- 	-æ 	departing 	*dzˁrak-s {*[dz]ˁrak-s} 	suddenly
詐 	诈 	zhà 	tsræH 	tsr- 	-æ 	departing 	*tsˁrak-s {*[ts]ˁrak-s} 	treacherous
摘 	摘 	zhāi 	trɛk 	tr- 	-ɛk 	entering 	*mə-tˁrek 	pluck (v.)
齋 	斋 	zhāi 	tsrɛj 	tsr- 	-ɛj 	even 	*tsˁrəj {*tsˁr[ə]j} 	purify oneself
宅 	宅 	zhái 	dræk 	dr- 	-æk 	entering 	*m-tˁ‹r›ak 	residence
責 	责 	zhài 	tsrɛH 	tsr- 	-ɛ 	departing 	*s-tˁrek-s 	debt
債 	债 	zhài 	tsrɛH 	tsr- 	-ɛ 	departing 	*s-tˁrek-s 	debt
飦 	飦 	zhān 	kan 	k- 	-an 	even 	*C.qˁan {*C.qˁa[n]} 	thick gruel of rice
沾 	沾 	zhān 	trjem 	tr- 	-jem 	even 	*trem {*[t]rem} 	moisten
鱣 	鳣 	zhān 	trjen 	tr- 	-jen 	even 	*tran {*tra[n]} 	a kind of fish
瞻 	瞻 	zhān 	tsyem 	tsy- 	-jem 	even 	*t.qam {*[t.q]am} 	see, look at
厃 	厃 	zhān 	tsyem 	tsy- 	-jem 	even 	*t.qam {*[t.q]am} 	look upwards
詹 	詹 	zhān 	tsyem 	tsy- 	-jem 	even 	*tam {*[t]am} 	garrulous
噡 	噡 	zhān 	tsyem 	tsy- 	-jem 	even 	*tam {*[t]am} 	speak, chat
占 	占 	zhān 	tsyem 	tsy- 	-jem 	even 	*tem 	prognosticate
饘 	𫗴 	zhān 	tsyen 	tsy- 	-jen 	even 	*t-qan {*t-qa[n]} 	gruel
氈 	毡 	zhān 	tsyen 	tsy- 	-jen 	even 	*tan {*ta[n]} 	felt (n.)
鸇 	鹯 	zhān 	tsyen 	tsy- 	-jen 	even 	*tan {*ta[n]} 	kind of hawk or falcon
饘 	𫗴 	zhān 	tsyenX 	tsy- 	-jen 	rising 	*t-qanʔ {*t-qa[n]ʔ} 	thick gruel
展 	展 	zhǎn 	trjenX 	tr- 	-jen 	rising 	*trenʔ 	roll over; unfold
輾 	辗 	zhǎn 	trjenX 	tr- 	-jen 	rising 	*trenʔ {*tre[n]ʔ} 	trjenX.trjwenX roll over
斬 	斩 	zhǎn 	tsrɛmX 	tsr- 	-ɛm 	rising 	*tsramʔ {*[ts]ramʔ} 	cut off
棧 	栈 	zhàn 	dzrænH 	dzr- 	-æn 	departing 	*dzˁran-s {*[dz]ˁr[a][n]-s} 	shed
棧 	栈 	zhàn 	dzrænX 	dzr- 	-æn 	rising 	*dzˁranʔ {*[dz]ˁr[a][n]ʔ} 	shed
棧 	栈 	zhàn 	dzrɛnX 	dzr- 	-ɛn 	rising 	*dzranʔ {*[dz]r[a][n]ʔ} 	shed
轏 	轏 	zhàn 	dzrɛnX 	dzr- 	-ɛn 	rising 	*dzranʔ {*[dz]r[a][n]ʔ} (dzrj- › dzr-) 	a kind of carriage
襢 	襢 	zhàn 	trjenH 	tr- 	-jen 	departing 	*tranʔ-s {*tra[n]ʔ-s} 	(a ceremonial garment)
襢 	襢 	zhàn 	trjenX 	tr- 	-jen 	rising 	*tranʔ {*tra[n]ʔ} 	to bare
襢 	襢 	zhàn 	trjenX 	tr- 	-jen 	rising 	*tranʔ {*tra[n]ʔ} 	(a ceremonial garment)
戰 	战 	zhàn 	tsyenH 	tsy- 	-jen 	departing 	*tar-s 	battle
張 	张 	zhāng 	trjang 	tr- 	-jang 	even 	*C.traŋ 	draw a bow
章 	章 	zhāng 	tsyang 	tsy- 	-jang 	even 	*taŋ 	brilliant; distinctive mark; to display
獐 	獐 	zhāng 	tsyang 	tsy- 	-jang 	even 	*taŋ 	fallow-deer
長 	长 	zhǎng 	trjangX 	tr- 	-jang 	rising 	*traŋʔ 	grow; elder
掌 	掌 	zhǎng 	tsyangX 	tsy- 	-jang 	rising 	*k.taŋʔ {*[k.t]aŋʔ} 	palm of the hand
丈 	丈 	zhàng 	drjangX 	dr- 	-jang 	rising 	*draŋʔ {*[d]raŋʔ} 	ten feet
帳 	帐 	zhàng 	trjangH 	tr- 	-jang 	departing 	*traŋ-s 	curtain
朝 	朝 	zhāo 	trjew 	tr- 	-jew 	even 	*t‹r›aw 	morning
昭 	昭 	zhāo 	tsyew 	tsy- 	-jew 	even 	*taw 	bright
爪 	爪 	zhǎo 	tsræwX 	tsr- 	-æw 	rising 	*[ts]ˁruʔ 	claw
沼 	沼 	zhǎo 	tsyewX 	tsy- 	-jew 	rising 	*tawʔ 	pool
濯 	濯 	zhào 	dræwH 	dr- 	-æw 	departing 	*lˁrewk-s 	wash clothes
櫂 	櫂 	zhào 	dræwH 	dr- 	-æw 	departing 	*lˁrewk-s 	oar
召 	召 	zhào 	drjewH 	dr- 	-jew 	departing 	*draw-s {*[d]raw-s} 	summon
兆 	兆 	zhào 	drjewX 	dr- 	-jew 	rising 	*lrawʔ {*lr[a]wʔ} 	great number
罩 	罩 	zhào 	træwH 	tr- 	-æw 	departing 	*tˁrawk-s {*tˁr[a]wk-s} 	basket for covering
炤 	炤 	zhào 	tsyewH 	tsy- 	-jew 	departing 	*taw-s 	shine on
詔 	诏 	zhào 	tsyewH 	tsy- 	-jew 	departing 	*taw-s 	tell, announce
照 	照 	zhào 	tsyewH 	tsy- 	-jew 	departing 	*taw-s 	shine on
遮 	遮 	zhē 	tsyæ 	tsy- 	-jæ 	even 	*ta {*tA} 	to cover
謫 	谪 	zhé 	drɛk 	dr- 	-ɛk 	entering 	*m-tˁrek 	blame, punish
蟄 	蛰 	zhé 	drip 	dr- 	-ip 	entering 	*drip {*[d]rip} 	hibernate; cluster
轍 	辙 	zhé 	drjet 	dr- 	-jet 	entering 	*dret {*[d]r[e]t} 	wheel-track
輒 	辄 	zhé 	tep 	t- 	-ep 	entering 	*t-nˁep 	paralysed, unable to move
乇 	乇 	zhé 	træk 	tr- 	-æk 	entering 	*tˁrak 	plant leaves
謫 	谪 	zhé 	trɛk 	tr- 	-ɛk 	entering 	*C.tˁrek 	blame (v.)
耴 	耴 	zhé 	trjep 	tr- 	-jep 	entering 	*t-nrep 	hanging ears (used as N.Pr.)
輒 	辄 	zhé 	trjep 	tr- 	-jep 	entering 	*trep {*[t]rep} 	sides of a carriage box
