CHARACTER	Bijiang Bai	Classic Old Chinese	Comments	Dali Bai	Dialectal data	Early Postclassic Chinese	Eastern Han Chinese	English meaning	Four-angle index	Go-on	Japanese reading	Jianchuan Bai	Kan-on	Karlgren code	Late Postclassic Chinese	Middle Chinese	Middle Postclassic Chinese	Modern .Beijing. reading	Preclassic Old Chinese	Radical	Russian meaning.s.	Shijing occurrences	Sino-Tibetan etymology	Vietnamese reading	Western Han Chinese
弟	-thie1	Ł(h)ǝ̄́j	Also read *Ł(h)ǝ̄jʔ-s, MC dìej (FQ 特計) id. Used also in the phrase 豈弟 *khǝ̄jʔ-Ł(h)ǝ̄jʔ 'to be joyous, pleased'. Viet d_ệ is colloquial; regular Sino-Viet. is d_ễ.	-the6	response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+384&root=config	d(h)ǝ̄́j	l(h)ǝ̄́j		4647			-thi1		0591 a-c	d(h)ǝ̄́j	diéj	d(h)ǝ̄́j	dì	Ł(h)ǝ̄jʔ	57	1) младший брат; младший; <i>эпист.</i> я (<i>к старшему</i>); ты (<i>к младшему</i>); 2) порядок, последовательность, <i>см.</i> 第	26.2, 35.2_, 39.2_, 51.1_, 51.2, 58.5	response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=1915&root=config	d_ệ	lǝ̄́j (~ Łh-)
鬩									0					0873 q				xì		0					
甘		kām		ka4-	response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+194&root=config	kām	kām		1022			kã4-		0606 a-b	kām	kâm	kām	gān	kām	99	1) сладкий; вкусный; приятный; 2) охотно; с радостью, с удовольствием; 3) <i>сокр.</i> пров. Ганьсу; 4) Гань (<i>фамилия</i>)	16.1, 16.2, 16.3, 35.2	response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=2142&root=config		kām
疚									4861									jiǔ		104	1) хроническая болезнь, неизлечимый недуг; 2) <i>перен.</i> сердечный недуг; угрызения совести				
冠		kwān	Also read *kʷān-s, MC kwần, Pek. guàn "put on a cap" (LZ).		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+685&root=config	kwān	kwān		7309					0160 a	kwān	kwân	kwān	guān	kʷān	14	1) шапка; головной убор совершеннолетнего; 2) гребешок (хохолок) птицы; 3) Гуань (<i>фамилия</i>); [guàn] 1) надеть шапку; стать совершеннолетним; 2) возглавить; увенчать собой; 3) превзойти		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=2259&root=config		kwān
渾					response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1444&root=config				2618					0458 b				hún		85	1) мутный, грязный; 2) хаотический; смешанный; расплывчато; 3) целиком, полностью; в общем и целом; 4) держать про себя; таить; [hùn] 1) упасть; 2) большой; 3) смешанный, пестрый				
柱	ḍɨ1	dhró	For *dh- cf. Xiamen thiau6, Chaozhou thiǝu4, Fuzhou theu6. Etymology see under 樹.	cɨ1	response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+767&root=config	ḍhwó	ḍhwá		360			cɨ1		0129 h	ḍhwó	ḍǘ	ḍhwó	zhù	dhroʔ	75	1) столб, колонна; <i>геом.</i> цилиндр; 2) подпорка; подпирать, поддерживать		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=+501&root=config		ḍhwá
幣		beć	For *b cf. Fuzhou pe<sup>6</sup>, Chaozhou pi<sup>4</sup>.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1808&root=config	bjeś	bjaś		3912					0341 d	bjèj	bjèj	bjèj	bì	bets	50	1) деньги; монета; валюта; 2) <i>стар.</i> подношения (дань) шелком		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=+355&root=config		bjaś
儽									2924					0577 p				lí		18	разрезать (<i>на кусочки</i>)				
荇		g(h)rā́ŋ	The Viet. word means 'onion'; regular Sino-Viet. is hạnh.			gẹ̄́ŋ (~ ɣ-)	grḗŋ (~ ɣ-)		2965	giyau	kō;gyō;asaza		kau	0748 e	gẹ̄́ŋ (~ ɣ-)	ɣạ̈́iŋ	gẹ̄́ŋ (~ ɣ-)	xìng	g(h)rāŋʔ	140	荇菜 <i>бот.</i> вилларсия, кабомба (Nymphoides petalum)	1.2		hành	grā́ŋ (~ ɣ-)
庫		khāh	Regular Sino-Viet. is khố.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+922&root=config	khṑ	khāh		2606					0074 e	khṑ	khò	khṑ	kù	kh(l)ās	53	казначейство; амбар, склад; арсенал			kho	khāh
橫	kua2-	g(h)wrāŋ	Also read *g(h)ʷrāŋ-s, MC ɣwạ̈̀iŋ, Mand. hèng, Viet. ngang, ngáng' contrary; to be contrary, to oppose'. One of the cases of stop>nasal transition in Viet. borrowings; standard Sino-Viet. forms are hoành ( &lt; ɣwạ̈iŋ), hoạnh ( &lt; ɣwạ̈̀iŋ).	kuer2	response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=2159&root=config	gwẹ̄ŋ (~ ɣ-)	gwrēŋ (~ ɣ-)		8146			kuɛ̃2		0707 m	gwẹ̄ŋ (~ ɣ-)	ɣwạ̈iŋ	gwẹ̄ŋ (~ ɣ-)	héng	g(h)ʷrāŋ	75	1) перекладина, поперечина; поперечный; поперек; горизонтальный; ширина; с запада на восток; перекрестный; 2) бок; боковой; боком; 3) придавить; гнетущий; 4) Хэн (<i>фамилия</i>); [hèng] 1) идти наперекор; своевольничать, самодурствовать; без удержу; 2) неблагоприятный			ngang	gwrāŋ (~ ɣ-)
纏		dran	For *d- cf. Xiamen tian<sup>2</sup>, Chaozhou tĩ<sup>2</sup>, Fuzhou tieŋ<sup>2</sup>.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=2510&root=config	ḍen	ḍan		242					0204 c	ḍen	ḍen	ḍen	chán	dran	120	1) обматывать, бинтовать; привязывать; 2) запутывать, вовлекать; 3) надоедать, беспокоить; 4) Чань (<i>фамилия</i>)				ḍan
岐		g(h)e				g(h)je	g(h)je		6064					0864 h	g(h)je	gje	g(h)je	qí	g(h)e	46	1) высокий, величественный; 2) разветвление дорог, <i>см.</i> 歧; 3) Ци (<i>фамилия</i>)				g(h)e
炤									0									zhaò		0					
員	ver7	wran	Also read *w(h)ǝn, MC ɦün, Mand. yún 'a final particle with unclear meaning'. The meaning 'circle, round' in later times (beginning since Late Zhou) was more usually written as 圓. For *w- cf. Xiamen ĩ<sup>2</sup>, uan<sup>2</sup>, Chaozhou ĩ<sup>2</sup>, ueŋ<sup>2</sup>, Fuzhou ieŋ<sup>2</sup>, uoŋ<sup>2</sup>.	ui7	response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+901&root=config	wen	wran		7956			ŋui7		0227 a-b	wen	wen	wen	yuán	wran	30	1) чиновник; чин; сотрудник; 2) член (<i>организации</i>); 3) <i>счетный суффикс для чиновников и командиров</i>; 4) круглый, <i>вм.</i> 圓 1); [yún] <i>древн.</i> приносить пользу; [yùn] Юнь (<i>фамилия</i>)			viên	wran
桀		g(h)rat	Also used for a homonymous *g(h)rat 'remarkable, surpassing, hero'; for *krat (MC ket, Pek. jie) 'high'.			g(h)et	g(h)rat		5220					0284 a	g(h)et	get	g(h)et	jié	g(h)rat	75	1) жестокий, деспотический; злодей, тиран; 2) герой, храбрец; храбрый, <i>см.</i> 傑; 3) насест; 4) нести на коромысле; 5) Цзе (<i>фамилия</i>)				g(h)rat
剩					response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1342&root=config				2895									shèng		18	остаток; излишек; излишний; избыток; оставаться				
多	?ti4	tāj	Cf. perhaps also Viet. colloquial dày, d_ìa 'many'.	?ći5	response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+252&root=config	tā	tǟ		4157			?ći4		0003 a-c	tā	tâ	tā	duō duó	tāj	36	1) много; многочисленный; 2) прибавиться, увеличиться; быть в излишке; 3) в большинстве, большей частью; очень; 4) количество; величина, цифра; 5) свыше, более, с лишним; 6) одобрять, хвалить; 7) только; 8) До (<i>фамилия</i>)	17.1, 26.4, 37.1	response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=+870&root=config	d_a	tāj
揥		thēh	Also read *tēk-s (MC tìej), *threk-s (MC irregularly ṭhèj) id.			thiḕj	thiēh		0					0877 e	thiḕj	thìej	thiḕj	tì	thēks	0		47.2_			thēh
佗		l̥ājh	Written as ** in Yin inscriptions. Also read *lāj (MC dâ, Pek. tuó) in the diesheng 委佗 *ʔʷaj-lāj 'easy, elegant'.			thā̀	l̥ǟh		7016					0004 h	thā̀	thầ	thā̀	tuó	slājs	9	нести на спине; [tā tuō] <i>см.</i> 他	47.1_			l̥ājh
巾	-ćĩ4	krǝn	Regular Sino-Viet. is cân.	-ći5	response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=++44&root=config	kin	krǝn		3858			-ći4		0482 a-c	kin	kin	kin	jīn	krǝn	50	1) полотенце; платок; скатерть; 2) чалма; полотнище			khăn	krǝn
葷					response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1705&root=config				2620					0458 h				hūn		140	1) мясная пища; 2) овощи с резким запахом (<i>лук, чеснок</i>); 3) острый, злой (<i>напр. язык</i>); [xún] <i>древн. вм.</i> 獯				
黑	xɨ6	m̥ǝ̄k		xɨ6	response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1575&root=config	hwǝ̄k	m̥ǝ̄k		8528			xɨ6		0904 a-b	hwǝ̄k	xʌk	hwǝ̄k	hēi	smǝ̄k	203	1) черный; темный; темнеть; 2) мрачный; темный; ночной; 3) скрытый; тайный, нелегальный; 4) преступный; злобный; 5) Хэй (<i>фамилия</i>)	41.3	response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=++98&root=config	hắc	m̥ǝ̄k
刜		phǝt				phɨt	phǝt		4688					0500 f-g	phɨt	phüt	phɨt	shào	phǝt	19	1) подбодрять; стимулировать; 2) великолепный, прекрасный		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=+297&root=config		phǝt
翯									0					1129 v				hè		0					
翰		g(h)ānh	Also read *g(h)ān, MC ɣân (FQ 胡安) id. During E.Zhou used also for *gār(s) 'to support' (probably related to 乾 *kār-s q.v.). During Late Zhou applied also to a homonymous *g(h)ār(s) 'white (of a horse)'. Still later (since Han) the character used to transcribe other homonymous words: *g(h)ār(s) 'wing' (probably a semantic development of the basic meaning) and *g(h)ār(s) 'writing brush; calligraphy'.			gā̀n (~ ɣ-)	gānh (~ ɣ-)		0					0140 f-g	gā̀n (~ ɣ-)	ɣần	gā̀n (~ ɣ-)	hàn	g(h)ārs	0			response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=2566&root=config		gānh (~ ɣ-)
孽		ŋ(h)rat	The original meaning is 'concubine's son', attested only since LZ.			ŋ(h)et	ŋ(h)rat		3072					0289 g	ŋ(h)et	ŋet	ŋ(h)et	niè	ŋ(h)rat	39	1) сын наложницы; 2) порок; зло; грех; 3) возмездие; <i>будд.</i> карма	57.4_			ŋ(h)rat
外		ŋwāć	Standard Sino-Viet. is ngoại. For *ŋ- cf. Min forms: Xiamen gua<sup>6</sup>, Chaozhou gua<sup>6</sup>, Fuzhou ŋui<sup>6</sup>, Jianou ŋüɛ<sup>6</sup>.	ua6-	response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+159&root=config	ŋwāś	ŋwāś		1963			ŋua6-			ŋwā̀j	ŋwầj	ŋwā̀j	wài	ŋōts	36	1) внешний, наружный; снаружи; периферия; вне, за, из-за; 2) сверх, ультра-; 3) заграница; заграничный, иностранный; внешние сношения; чужеземный; чужой, посторонний; 4) побочный; 5) родной (<i>по женской линии</i>); 6) левый; налево; 7) второстепенный; 8) непосвященный; 9) кроме, исключая	40.2, 40.3	response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=2506&root=config	ngoài	ŋwāś
簫		sīw	Since Han time the character is used for *shīw, MC siew, Mand. xiāo 'flute' (apparently related to 嘯 *shīw-s 'whistle').		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=2364&root=config	siēw	siǝ̄w		2059					1028 h	siēw	siew	siēw	xiāo	sīw	118	флейта; свирель			tiêu	sjǝ̄w
晏		ʔrānh	The reading MC ʔìen 'peace, rest' is due to contamination with 燕 q. v. During Late Zhou the character was also used for *ʔrān-s / *ʔān-s (MC ʔạ̀n / ʔần, Pek. yàn / àn) 'late'.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+955&root=config	ʔạ̄̀n	ʔrānh		8832					0146 f	ʔạ̄̀n	ʔạ̀n	ʔạ̄̀n	yàn	ʔrāns	72	1) чистое (безоблачное) небо; светлый, спокойный, мирный; 2) вечер; поздно; 3) Янь (<i>фамилия</i>)				ʔrānh
臝		rwā́j	During EZ the character is attested only in compounds *kōjʔ-rōjʔ ( > *kʷājʔ-) 'gourd'; *kōjʔ-rōjʔ ( > *kʷājʔ-) 'wasp'.			lwā́	rwǟ́		7719					0351 i	lwā́	lwấ	lwā́	luǒ	rōjʔ	130	нагой, <i>см.</i> 裸				rwā́j
月	-ŋu4, ŋua6	ŋwat	Min forms: Xiamen geʔ<sup>8</sup>, ŋeʔ<sup>8</sup>, Chaozhou gueʔ<sup>8</sup>, Fuzhou ŋuok<sup>8</sup>, Jianou ŋüɛ<sup>8</sup>.	ua6	response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+101&root=config	ŋwat	ŋwat		3466			ŋua6		0306 a-f	ŋwǝt	ŋwǝt	ŋwǝt	yuè	ŋot	74	1) луна, месяц; полумесяц; полукруглый, в форме полумесяца; 2) месяц (<i>календарный</i>); луна (<i>месяц лунного календаря</i>); месячный; ежемесячный; 3) 6-е число (<i>в телеграммах</i>); 4) Юэ (<i>фамилия</i>)	26.5, 29.1, 29.2, 29.3, 29.4, 33.3		nguyệt	ŋwat
鏚		shīuk				shiēuk	shiǝ̄uk		0					1031 y	shiēk	chiek	shiēk	qì	shīkʷ	0			response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=1234&root=config		shjǝ̄uk
放		paŋh	In Viet. cf. also a colloquial word: phỗng 'to take away, to carry away'.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+586&root=config	pwàŋ	pwaŋh		6212					0740 i	pwàŋ	pwàŋ	pwàŋ	fàng	paŋs	66	1) отпускать; выпускать, освобождать; 2) ослаблять; давать волю; попустительствовать, потворствовать; распущенный; свободный; праздный; 3) положить на...; в...; поместить; 4) выпустить; издать; раздать, выдать; 5) увеличить, расширить; усилить; 6) изгнать, выслать; 7) пасти; 8) пускать (<i>фейерверк</i>); стрелять; 9) распуститься, раскрыться, расцвести; 10) назначить, поставить на должность; [fǎng] подражать, копировать, <i>см.</i> 倣			phóng	paŋh
域		whǝk	For *wh- cf. Xiamen hik<sup>8</sup>, Chaozhou hok<sup>8</sup>, Meixian vɛt<sup>7</sup>.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1121&root=config	whɨk	whǝk		6804					0929 e-f	whɨk	ɦük	whɨk	yù	whǝk	32	1) граница, предел; держать в границах; 2) район; область; территория; 3) <i>древн.</i> погост, кладбище; 4) <i>древн.</i> находиться (жить) в...		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=2016&root=config		whǝk
猗		ʔaj	Used also for a homonymous *ʔaj 'first syllable of exclamations; a prosodic final particle', as well as for *ʔājʔ, MC ʔấ (FQ JY 倚可), Pek. ě, Go, Kan a in the compound 猗儺 *ʔājʔ-nājʔ (or actually *ʔārʔ-nārʔ ?) 'be supple and rich, graceful and rich' (with an alternative 平聲 reading *ʔāj-nāj, MC ʔâ-nâ, Pek. ē-nuó), later usually written as �娜 q.v. The character is also used during E. Zhou as a loan for 倚 *ʔajʔ q.v.			ʔe	ʔe		3015	i	i;a;uruwashii;shigoku		i	0001 |h ́	ʔe	ʔe	ʔe	yī	ʔaj	94	1) а! (<i>восклицание одобрения</i>); 2) <i>древн. конечная частица, соответствующая</i> 兮	55.1_, 55.3			ʔaj
